0,0.891813,-0.994526,0,2.95674
0.001,0.891834,-0.99432,-0.00928889,2.95728
0.002,0.891898,-0.993699,-0.0185794,2.95834
0.003,0.892004,-0.992666,-0.0278733,2.95994
0.004,0.892152,-0.99122,-0.0371723,2.96206
0.005,0.892343,-0.989362,-0.0464779,2.96473
0.006,0.892576,-0.987093,-0.0557918,2.96792
0.007,0.892852,-0.984413,-0.0651158,2.97165
0.008,0.893169,-0.981325,-0.0744515,2.97591
0.009,0.893529,-0.97783,-0.0838006,2.9807
0.01,0.89393,-0.973929,-0.0931647,2.98603
0.011,0.894373,-0.969624,-0.102546,2.99189
0.012,0.894858,-0.964918,-0.111945,2.99829
0.013,0.895384,-0.959813,-0.121364,3.00523
0.014,0.895951,-0.95431,-0.130806,3.0127
0.015,0.89656,-0.948414,-0.14027,3.02071
0.016,0.897209,-0.942127,-0.14976,3.02926
0.017,0.897899,-0.935451,-0.159277,3.03834
0.018,0.898629,-0.928392,-0.168822,3.04797
0.019,0.899399,-0.920951,-0.178397,3.05813
0.02,0.900209,-0.913134,-0.188005,3.06884
0.021,0.901058,-0.904943,-0.197646,3.08008
0.022,0.901946,-0.896385,-0.207322,3.09187
0.023,0.902873,-0.887463,-0.217036,3.1042
0.024,0.903839,-0.878181,-0.226788,3.11707
0.025,0.904842,-0.868546,-0.23658,3.13048
0.026,0.905882,-0.858563,-0.246415,3.14444
0.027,0.90696,-0.848238,-0.256294,3.15894
0.028,0.908074,-0.837575,-0.266218,3.17398
0.029,0.909224,-0.826583,-0.276189,3.18957
0.03,0.910409,-0.815267,-0.286209,3.20569
0.031,0.911629,-0.803634,-0.29628,3.22236
0.032,0.912884,-0.791692,-0.306404,3.23957
0.033,0.914171,-0.779447,-0.316581,3.25732
0.034,0.915492,-0.766909,-0.326814,3.27561
0.035,0.916845,-0.754084,-0.337105,3.29443
0.036,0.918229,-0.740982,-0.347455,3.31379
0.037,0.919643,-0.727612,-0.357865,3.33369
0.038,0.921088,-0.713982,-0.368338,3.35412
0.039,0.922561,-0.700102,-0.378876,3.37507
0.04,0.924061,-0.685983,-0.389479,3.39655
0.041,0.925589,-0.671634,-0.400149,3.41855
0.042,0.927143,-0.657067,-0.410889,3.44108
0.043,0.928721,-0.642292,-0.4217,3.46411
0.044,0.930323,-0.627321,-0.432582,3.48766
0.045,0.931948,-0.612166,-0.443539,3.5117
0.046,0.933594,-0.596839,-0.454571,3.53625
0.047,0.93526,-0.581353,-0.465681,3.56129
0.048,0.936945,-0.565722,-0.476869,3.58681
0.049,0.938647,-0.549958,-0.488137,3.61281
0.05,0.940364,-0.534076,-0.499487,3.63928
0.051,0.942097,-0.51809,-0.510921,3.66621
0.052,0.943842,-0.502016,-0.522438,3.69359
0.053,0.945598,-0.485868,-0.534042,3.72141
0.054,0.947364,-0.469663,-0.545733,3.74965
0.055,0.949138,-0.453417,-0.557513,3.77832
0.056,0.950917,-0.437146,-0.569383,3.80738
0.057,0.952701,-0.420868,-0.581344,3.83684
0.058,0.954487,-0.4046,-0.593398,3.86667
0.059,0.956273,-0.38836,-0.605545,3.89685
0.06,0.958058,-0.372166,-0.617788,3.92738
0.061,0.959838,-0.356039,-0.630126,3.95824
0.062,0.961613,-0.339996,-0.642561,3.9894
0.063,0.963379,-0.324058,-0.655094,4.02085
0.064,0.965134,-0.308245,-0.667726,4.05256
0.065,0.966877,-0.292577,-0.680458,4.08452
0.066,0.968604,-0.277075,-0.69329,4.1167
0.067,0.970313,-0.261761,-0.706223,4.14907
0.068,0.972002,-0.246656,-0.719257,4.18162
0.069,0.973668,-0.231781,-0.732394,4.21431
0.07,0.975308,-0.21716,-0.745634,4.24713
0.071,0.976921,-0.202814,-0.758977,4.28003
0.072,0.978502,-0.188767,-0.772423,4.313
0.073,0.980049,-0.175041,-0.785972,4.34599
0.074,0.98156,-0.161659,-0.799626,4.37899
0.075,0.983032,-0.148645,-0.813383,4.41196
0.076,0.984462,-0.136022,-0.827243,4.44487
0.077,0.985847,-0.123813,-0.841207,4.47767
0.078,0.987184,-0.112042,-0.855274,4.51034
0.079,0.98847,-0.100732,-0.869444,4.54285
0.08,0.989702,-0.0899068,-0.883716,4.57515
0.081,0.990879,-0.0795896,-0.898089,4.60721
0.082,0.991996,-0.0698033,-0.912563,4.63899
0.083,0.993051,-0.0605709,-0.927137,4.67046
0.084,0.994041,-0.051915,-0.941809,4.70158
0.085,0.994963,-0.0438577,-0.95658,4.7323
0.086,0.995816,-0.0364209,-0.971447,4.7626
0.087,0.996595,-0.029626,-0.986409,4.79244
0.088,0.997299,-0.0234938,-1.00146,4.82177
0.089,0.997925,-0.0180446,-1.01661,4.85056
0.09,0.99847,-0.0132981,-1.03185,4.87877
0.091,0.998933,-0.00927289,-1.04718,4.90637
0.092,0.999311,-0.0059872,-1.06259,4.93333
0.093,0.999602,-0.00345817,-1.07809,4.9596
0.094,0.999804,-0.00170202,-1.09367,4.98516
0.095,0.999916,-0.000733978,-1.10933,5.00997
0.096,0.999935,-0.000568165,-1.12507,5.03401
0.097,0.99986,-0.00121756,-1.14089,5.05724
0.098,0.99969,-0.0026939,-1.15678,5.07964
0.099,0.999424,-0.00500763,-1.17273,5.10119
0.1,0.99906,-0.00816786,-1.18876,5.12186
0.101,0.998598,-0.0121822,-1.20485,5.14163
0.102,0.998038,-0.0170569,-1.221,5.16049
0.103,0.997379,-0.0227966,-1.23721,5.17843
0.104,0.99662,-0.0294042,-1.25348,5.19542
0.105,0.995763,-0.0368811,-1.26981,5.21146
0.106,0.994807,-0.045227,-1.28618,5.22655
0.107,0.993752,-0.0544397,-1.3026,5.24068
0.108,0.9926,-0.0645153,-1.31906,5.25386
0.109,0.991351,-0.075448,-1.33557,5.26609
0.11,0.990008,-0.0872302,-1.35211,5.27737
0.111,0.98857,-0.0998522,-1.36869,5.28773
0.112,0.98704,-0.113302,-1.3853,5.29716
0.113,0.985421,-0.127568,-1.40194,5.30571
0.114,0.983713,-0.142632,-1.41861,5.31338
0.115,0.98192,-0.158478,-1.4353,5.3202
0.116,0.980044,-0.175086,-1.45202,5.32621
0.117,0.978089,-0.192436,-1.46875,5.33145
0.118,0.976056,-0.210502,-1.4855,5.33594
0.119,0.973951,-0.229259,-1.50226,5.33974
0.12,0.971776,-0.24868,-1.51904,5.34289
0.121,0.969534,-0.268735,-1.53582,5.34545
0.122,0.967231,-0.289393,-1.55262,5.34746
0.123,0.964871,-0.310619,-1.56942,5.349
0.124,0.962457,-0.332377,-1.58622,5.35011
0.125,0.959994,-0.354631,-1.60303,5.35088
0.126,0.957487,-0.37734,-1.61984,5.35138
0.127,0.954942,-0.400462,-1.63665,5.35167
0.128,0.952363,-0.423954,-1.65346,5.35185
0.129,0.949755,-0.447771,-1.67028,5.352
0.13,0.947124,-0.471865,-1.68709,5.3522
0.131,0.944475,-0.496187,-1.70391,5.35255
0.132,0.941815,-0.520685,-1.72072,5.35316
0.133,0.939149,-0.545307,-1.73754,5.35411
0.134,0.936483,-0.569998,-1.75436,5.35553
0.135,0.933824,-0.5947,-1.77118,5.35753
0.136,0.931177,-0.619357,-1.78802,5.36022
0.137,0.928549,-0.643907,-1.80485,5.36373
0.138,0.925946,-0.668289,-1.82171,5.3682
0.139,0.923375,-0.692438,-1.83857,5.37375
0.14,0.920843,-0.71629,-1.85545,5.38053
0.141,0.918356,-0.739777,-1.87236,5.3887
0.142,0.915922,-0.762829,-1.88928,5.39841
0.143,0.913548,-0.785376,-1.90624,5.40983
0.144,0.91124,-0.807345,-1.92324,5.42314
0.145,0.909006,-0.828662,-1.94028,5.43853
0.146,0.906854,-0.84925,-1.95736,5.45619
0.147,0.904791,-0.869031,-1.9745,5.47633
0.148,0.902825,-0.887926,-1.99171,5.49919
0.149,0.900964,-0.905853,-2.00898,5.52499
0.15,0.899215,-0.922727,-2.02634,5.55399
0.151,0.897587,-0.938464,-2.04379,5.58646
0.152,0.896089,-0.952977,-2.06134,5.6227
0.153,0.894728,-0.966175,-2.079,5.66301
0.154,0.893514,-0.977969,-2.0968,5.70773
0.155,0.892456,-0.988267,-2.11473,5.75723
0.156,0.891562,-0.996972,-2.13281,5.81189
0.157,0.890841,-1.00399,-2.15107,5.87213
0.158,0.890305,-1.00923,-2.16952,5.93842
0.159,0.889961,-1.01258,-2.18818,6.01124
0.16,0.889821,-1.01395,-2.20706,6.09114
0.161,0.889894,-1.01324,-2.2262,6.1787
0.162,0.89019,-1.01035,-2.24561,6.27456
0.163,0.890721,-1.00517,-2.26532,6.37941
0.164,0.891496,-0.997614,-2.28536,6.49401
0.165,0.892526,-0.987578,-2.30576,6.6192
0.166,0.893823,-0.974969,-2.32656,6.75587
0.167,0.895396,-0.959695,-2.34778,6.90501
0.168,0.897256,-0.941669,-2.36948,7.06771
0.169,0.899413,-0.920812,-2.39168,7.24514
0.17,0.901877,-0.897055,-2.41444,7.43859
0.171,0.904655,-0.870339,-2.43781,7.64946
0.172,0.907756,-0.84062,-2.46184,7.87927
0.173,0.911184,-0.807875,-2.48659,8.12967
0.174,0.914945,-0.772102,-2.51213,8.40244
0.175,0.919038,-0.73333,-2.53853,8.69948
0.176,0.923462,-0.691624,-2.56586,9.02285
0.177,0.928208,-0.647092,-2.59421,9.37467
0.178,0.933265,-0.599899,-2.62366,9.7572
0.179,0.938613,-0.550272,-2.65431,10.1727
0.18,0.944222,-0.498521,-2.68627,10.6236
0.181,0.950052,-0.44505,-2.71965,11.1119
0.182,0.956051,-0.390379,-2.75455,11.6398
0.183,0.962148,-0.335161,-2.79112,12.2089
0.184,0.968254,-0.280211,-2.82948,12.8205
0.185,0.974257,-0.226529,-2.86975,13.4748
0.186,0.980017,-0.175329,-2.91209,14.1713
0.187,0.985364,-0.128068,-2.95661,14.9077
0.188,0.990094,-0.0864746,-3.00344,15.68
0.189,0.993966,-0.0525682,-3.0527,16.4816
0.19,0.996704,-0.028678,-3.10448,17.3034
0.191,0.997994,-0.017443,-3.15884,18.1328
0.192,0.997494,-0.0217957,-3.21581,18.9537
0.193,0.994842,-0.0449193,-3.27535,19.7467
0.194,0.989672,-0.0901752,-3.33739,20.4892
0.195,0.981636,-0.160995,-3.40176,21.1568
0.196,0.970427,-0.260739,-3.46822,21.724
0.197,0.955815,-0.392527,-3.53647,22.1668
0.198,0.937664,-0.55906,-3.60611,22.4646
